sphere_id,label,effect_direction,evidence_strength_score,przybylski_tier,causal_confidence,evidence_strength_raw,note
affective,Large language models and retrieval-augmented generation-based chatbot… (2025),positive,3,moderate,unclear,3/5,"&lt;span&gt;Access to fast and efficient information is crucial in today’s digital era, es"
affective,AI as a Healing Companion: Exploring Chatbot Design Strategies for in … (2025),positive,3,moderate,qualitative,3/5,China Northeast Forestry University Emerging research indicates that chatbot-human interac
affective,Enhancing Access to Health Information for Adolescent Girls in Banglad… (2025),positive,3,moderate,unclear,3/5,The advancement of Large Language Models (LLMs) is leading to new possibilities in healthc
affective,Enhancing Mental Wellness (Imarisha Afya ya Akili): Co-Designing an AI… (2026),positive,3,moderate,unclear,3/5,<sec> <title>BACKGROUND</title> Mental health disorders are a leading cause of disability 
affective,Enhancing Mental Health and Academic Performance in Youth with ADHD an… (2024),positive,3,moderate,unclear,3/5,This research explores the potential of conversational artificial intelligence (AI) as a t
affective,“It’s not even close to being ready to replace anything”: the percepti… (2024),positive,3,moderate,qualitative,3/5,<sec> <title>BACKGROUND</title> Artificial intelligence (AI) technology has made significa
affective,A New AI Framework to Support Social-Emotional Skills and Emotion Awar… (2025),positive,3,moderate,,3/5,This research highlights the importance of Emotion Aware Technologies (EAT) and their impl
affective,Gamified Conversational AI Tool for Improving Social and Emotional Ski… (2025),positive,3,moderate,unclear,3/5,An AI-powered conversational support tool has been proposed to enhance communication skill
affective,The Impact of AI Usage on University Students’ Willingness for Autonom… (2024),positive,3,moderate,,3/5,"As artificial intelligence (AI) technology becomes increasingly integrated into education,"
affective,AN ADAPTIVE MOBILE APPLICATION FOR CHILDREN WITH DISABILITIES: COMBINI… (2025),positive,3,moderate,unclear,3/5,This paper addresses the persistent challenges children with autism and other disabilities
affective,From Drawings to Awareness: Exploring Narrative Visualization and AI t… (2025),positive,3,moderate,experimental,3/5,Marine ecosystems are vital for human survival and the well-being of our planet. Educating
affective,Enhancing Socio-Emotional Skills in Children with Autism through AI-Po… (2025),positive,3,moderate,,3/5,This narrative review explores the integration of Artificial Intelligence (AI) and Serious
affective,TEACHER PERSPECTIVES ON AI-DRIVEN GAMIFICATION: IMPACT ON STUDENT MOTI… (2023),positive,3,moderate,,3/5,This study delves into the insights and experiences of teachers regarding the influence of
affective,Review of Innovative Mental Health Support for Children and Young Peop… (2025),positive,3,moderate,unclear,3/5,"Abstract Purpose of Review Digital technologies, particularly Generative AI (GenAI), offer"
affective,AI Chatbots and Psychotherapy: A Match Made in Heaven? (2023),positive,3,moderate,unclear,3/5,"Dear Editor, Artificial Intelligence (AI) is revolutionizing psychotherapy by combating it"
affective,Explainable artificial intelligence systems for predicting mental heal… (2025),positive,3,moderate,unclear,3/5,The recognition of mental disorder symptoms is crucial for timely management and reduction
affective,Multimodal Emotion Recognition from Voice and Video Signals (2023),positive,3,moderate,unclear,3/5,A promising area of research and development that can significantly increase the efficacy 
affective,Public Health Perspectives on AI-Driven Mental Health Support for Chil… (2026),positive,3,moderate,unclear,3/5,Artificial Intelligence (AI) is transforming mental health service delivery within public 
affective,Advances in large language models: ChatGPT expands the horizons of neu… (2023),positive,3,moderate,systematic_review,3/5,&lt;abstract&gt; &lt;p&gt;The field of neuroscience has been significantly impacted by the
affective,Data Sheet 5_From promise to practice: insights into ChatGPT-4o use in… (2025),positive,3,moderate,qualitative,3/5,"Background Despite growing interest, empirical studies on ChatGPT-4o’s clinical role in ch"
affective,Data Sheet 1_From promise to practice: insights into ChatGPT-4o use in… (2025),positive,3,moderate,qualitative,3/5,"Background Despite growing interest, empirical studies on ChatGPT-4o’s clinical role in ch"
affective,Data Sheet 3_From promise to practice: insights into ChatGPT-4o use in… (2025),positive,3,moderate,qualitative,3/5,"Background Despite growing interest, empirical studies on ChatGPT-4o’s clinical role in ch"
affective,Data Sheet 2_From promise to practice: insights into ChatGPT-4o use in… (2025),positive,3,moderate,qualitative,3/5,"Background Despite growing interest, empirical studies on ChatGPT-4o’s clinical role in ch"
affective,Data Sheet 4_From promise to practice: insights into ChatGPT-4o use in… (2025),positive,3,moderate,qualitative,3/5,"Background Despite growing interest, empirical studies on ChatGPT-4o’s clinical role in ch"
affective,The evolving field of digital mental health: current evidence and impl… (2025),positive,3,moderate,,3/5,The expanding domain of digital mental health is transitioning beyond traditional teleheal
affective,Understanding and Fostering Mental Health and Well-Being among Univers… (2023),positive,3,moderate,,3/5,"In recent years, there has been increasing recognition of mental health concerns in academ"
affective,Artificial intelligence in positive mental health: a narrative review (2024),positive,3,moderate,systematic_review,3/5,The paper reviews the entire spectrum of Artificial Intelligence (AI) in mental health and
affective,“It happened to be the perfect thing”: experiences of generative AI ch… (2024),positive,3,moderate,qualitative,3/5,"The global mental health crisis underscores the need for accessible, effective interventio"
affective,A scoping review of large language models for generative tasks in ment… (2025),positive,3,moderate,systematic_review,3/5,Large language models (LLMs) show promise in mental health care for handling human-like co
affective,A Scoping Review of AI-Driven Digital Interventions in Mental Health C… (2025),positive,3,moderate,systematic_review,3/5,BACKGROUND/OBJECTIVES: Artificial intelligence (AI)-enabled digital interventions are incr
psychosocial,Effectiveness of AI-driven Individualized Learning Approach for Childr… (2024),positive,5,strict,longitudinal,5/5,"Introduction Autism Spectrum Disorder (ASD) is a condition with varying degrees of social,"
psychosocial,"Editorial: Insights in assessment, testing, and applied measurement: 2… (2024)",positive,5,strict,systematic_review,5/5,"This Research Topic focused on new insights, novel developments, current challenges, recen"
psychosocial,Informing mHealth and Web-Based Eating Disorder Interventions: Combini… (2022),positive,5,strict,,5/5,BACKGROUND: App-based interventions designed to prevent and treat eating disorders have co
psychosocial,Comparing ChatGPT and GPT-4 performance in USMLE soft skill assessment… (2023),positive,5,strict,longitudinal,5/5,Abstract The United States Medical Licensing Examination (USMLE) has been a subject of per
psychosocial,Are There Any Effective Behavior Change Strategies for Communicating G… (2026),positive,5,strict,,5/5,This systematic review examined how differences in intervention components may contribute 
psychosocial,Study protocol of a randomized control trial on the effectiveness of i… (2024),bidirectional,5,strict,rct,5/5,BACKGROUND: Music therapy is the clinical use of musical interventions to improve mental a
psychosocial,Digital anthropomorphism and the psychology of trust in generative AI … (2025),bidirectional,5,strict,systematic_review,5/5,Methodological Approach This article is an opinion-based conceptual piece that draws on a 
psychosocial,Guest editorial: AI in education: transforming teaching and learning (2025),bidirectional,5,strict,systematic_review,5/5,"Artificial intelligence (AI) continues to evolve and transform many disciplines, including"
psychosocial,Revolutionizing nursing education and care: The role of artificial int… (2024),bidirectional,5,strict,longitudinal,5/5,One of the primary applications of artificial intelligence (AI) in nursing is patient moni
psychosocial,Integrating artificial intelligence into pre-clinical medical educatio… (2025),bidirectional,5,strict,systematic_review,5/5,"As AI technologies continue to advance and influence healthcare, it is imperative that med"
psychosocial,Integrating Artificial Intelligence into Perinatal Care Pathways: A Sc… (2025),bidirectional,5,strict,systematic_review,5/5,Background: Artificial intelligence (AI) and machine learning (ML) have been reshaping mat
psychosocial,Artificial intelligence assisted design of a novel cooperative learnin… (2026),conditional,5,strict,longitudinal,5/5,"Cooperative learning has long been recognized as an effective pedagogical strategy, yet th"
psychosocial,Applying social cognition to feedback chatbots: Enhancing trustworthin… (2025),mixed,5,strict,experimental,5/5,Abstract Generative AI systems like chatbots are increasingly being introduced into learni
psychosocial,"Quality, Empathy, and Readability of AI Chatbot Responses to the Survi… (2026)",positive,3,moderate,cross_sectional,3/5,"Background: Melanoma, a highly aggressive form of skin cancer, is the second most common t"
psychosocial,A Study on the Interaction of Digital Self-Efficacy and Peer Conformit… (2025),positive,3,moderate,unclear,3/5,This study aims to examine the relationship between digital self-efficacy and peer conform
psychosocial,Trust in Generative AI Tools: A Comparative Study of Higher Education … (2025),positive,3,moderate,cross_sectional,3/5,"Generative AI (GenAI) tools, including ChatGPT, Microsoft Copilot, and Google Gemini, are "
psychosocial,Improvements in Artificial Intelligence and Its Impact on Child Psycho… (2023),positive,3,moderate,unclear,3/5,Artificial Intelligence (AI) has become a hopeful tool for helping parents with different 
psychosocial,"Dialogues with AI: Comparing ChatGPT, Bard, and Human Participants’ Re… (2024)",positive,3,moderate,qualitative,3/5,This study explores the feasibility of large language models (LLMs) like ChatGPT and Bard 
psychosocial,"The impact of digital technology, social media, and artificial intelli… (2023)",positive,3,moderate,unclear,3/5,"In our modern society, digital devices, social media platforms, and artificial intelligenc"
psychosocial,The ethics of ChatGPT – Exploring the ethical issues of an emerging te… (2023),positive,3,moderate,systematic_review,3/5,This article explores ethical issues raised by generative conversational AI systems like C
psychosocial,"Creativity, Critical Thinking, Communication, and Collaboration: Asses… (2023)",positive,3,moderate,unclear,3/5,"for the development of the 4Cs that can be measured at the institutional level (i.e., in s"
psychosocial,Improving health literacy using the power of digital communications to… (2023),positive,3,moderate,,3/5,Digital communication tools have demonstrated significant potential to improve health lite
psychosocial,Consolidated Health Economic Evaluation Reporting Standards (CHEERS) 2… (2022),positive,3,moderate,,3/5,Health economic evaluations are comparative analyses of alternative courses of action in t
psychosocial,Understanding the Benefits and Challenges of Deploying Conversational … (2023),positive,3,moderate,qualitative,3/5,Recent large language models (LLMs) have advanced the quality of open-ended conversations 
psychosocial,Waiting for a digital therapist: three challenges on the path to psych… (2023),positive,3,moderate,unclear,3/5,"Growing demand for broadly accessible mental health care, together with the rapid developm"
psychosocial,Exploring the Design of Generative AI in Supporting Music-based Remini… (2024),positive,3,moderate,qualitative,3/5,Music-based reminiscence has the potential to positively impact the psychological well-bei
psychosocial,Adaptive Education System for Drama Education in College Education Sys… (2022),positive,3,moderate,unclear,3/5,"Drama has key skills to develop creativity, speech, trust, communication, teamwork, and la"
psychosocial,Enhancing mental health with Artificial Intelligence: Current trends a… (2024),positive,3,moderate,unclear,3/5,"Artificial Intelligence (AI) has emerged as a transformative force in various fields, and "
psychosocial,Training and Preparing Tomorrow’s Workforce for the Fourth Industrial … (2022),positive,3,moderate,unclear,3/5,We call for a paradigm shift in engineering education. We are entering the era of the Four
psychosocial,Reimagining STEM Learning: A Comparative Analysis of Traditional and S… (2024),positive,3,moderate,experimental,3/5,This study examines a practical teaching and learning cycle tailored to integrate cutting-
psychosocial,Unraveling the Quantum Robotics Influence (2024),positive,3,moderate,unclear,3/5,This study explores the emerging field of quantum robotics and its potential to revolution
psychosocial,Assessing the performance of ChatGPT in medical ethical decision-makin… (2025),positive,3,moderate,unclear,3/5,INTRODUCTION: The integration of artificial intelligence (AI) into healthcare introduces i
psychosocial,Will artificial intelligence overcome teachers that just addresses con… (2023),positive,3,moderate,unclear,3/5,"With the rapid advancement of artificial intelligence (AI), there is growing speculation a"
psychosocial,Interacting with educational chatbots: A systematic review (2022),positive,3,moderate,,3/5,"Abstract Chatbots hold the promise of revolutionizing education by engaging learners, pers"
psychosocial,The Potential of Artificial Intelligence as the Learning Ecosystem of … (2025),positive,3,moderate,systematic_review,3/5,"In today’s information society, the rapid pace of technological advancements and the incre"
psychosocial,Artificial intelligence in medical education: a cross-sectional needs … (2022),positive,3,moderate,cross_sectional,3/5,"BACKGROUND: As the information age wanes, enabling the prevalence of the artificial intell"
psychosocial,AI constructs gendered struggle narratives: Implications for self-conc… (2025),positive,3,moderate,qualitative,3/5,Personal narratives are key to developing self-concept which influences how we see and val
psychosocial,Spatial profiling of chromatin accessibility in mouse and human tissue… (2022),positive,3,moderate,,3/5,. Profiling mouse embryos using spatial-ATAC-seq delineated tissue-region-specific epigene
psychosocial,Learners in the Metaverse: A Systematic Review on the Use of Roblox in… (2023),positive,3,moderate,,3/5,"The development of the Metaverse has drawn much attention in education. Roblox, as an impo"
psychosocial,"Impact of Screen Time on Children’s Development: Cognitive, Language, … (2023)",positive,3,moderate,,3/5,"Technology has become integral to children’s lives, impacting many aspects, from academic "
psychosocial,Exhaustive Study into Machine Learning and Deep Learning Methods for M… (2024),positive,3,moderate,unclear,3/5,Cyberbullying is a serious problem in online communication. It is important to find effect
psychosocial,"Unleashing the Potential of Generative AI, Conversational Agents and C… (2023)",positive,3,moderate,systematic_review,3/5,"In the rapidly evolving landscape of education, the pivotal axis around which transformati"
psychosocial,Levering <scp>AI</scp> to enhance students’ conceptual understanding a… (2024),positive,3,moderate,qualitative,3/5,Abstract Motivation This research investigates the transformative impact of integrating AI
psychosocial,Augmentation Technologies and Artificial Intelligence in Technical Com… (2023),positive,3,moderate,unclear,3/5,"This book enables readers to interrogate the technical, rhetorical, theoretical, and socio"
psychosocial,Gamifying Learning with AI: A Pathway to 21st-Century Skills (2024),positive,3,moderate,systematic_review,3/5,This systematic review examines how gamification and artificial intelligence (AI) can conv
psychosocial,Exploring the Feasibility and Efficacy of ChatGPT3 for Personalized Fe… (2024),positive,3,moderate,unclear,3/5,"This study explores the feasibility of using AI technology, specifically ChatGPT-3, to pro"
psychosocial,Revolutionizing healthcare: the role of artificial intelligence in cli… (2023),positive,3,moderate,,3/5,"INTRODUCTION: Healthcare systems are complex and challenging for all stakeholders, but art"
psychosocial,Generative Co-Learners: Enhancing Cognitive and Social Presence of Stu… (2025),positive,3,moderate,unclear,3/5,Cognitive presence and social presence are crucial for a comprehensive learning experience
psychosocial,Experimentation-driven frameworks for AI technology adoption in librar… (2023),positive,3,moderate,,3/5,This article presents a practical case study centered around the adoption of AI technology
psychosocial,Framework Design for Reinforcing the Potential of XR Technologies in T… (2025),positive,3,moderate,unclear,3/5,This study presents a novel approach to inclusive education by integrating augmented reali
psychosocial,Feasibility and acceptability of the MentiParent AI chatbot for traini… (2026),positive,3,moderate,qualitative,3/5,"This study presents a novel generative AI-based chatbot, MentiParent, designed to enhance "
psychosocial,Association between the blood urea nitrogen to albumin ratio and 30-da… (2026),positive,3,moderate,,3/5,Acute kidney injury (AKI) is common in the pediatric intensive care unit (PICU). The blood
psychosocial,Triadic relations in healthcare: surveying physicians’ perspectives on… (2025),positive,3,moderate,,3/5,The integration of generative artificial intelligence (genAI) tools into clinical practice
psychosocial,FaceTrack-AOI: An AI-driven tool for automated dynamic AOI placement a… (2026),positive,3,moderate,unclear,3/5,"Face perception is fundamental to human social interaction, relying on the dynamic allocat"
psychosocial,Parental Perspectives on Oral Health Care for Autistic Children With M… (2026),positive,3,moderate,qualitative,3/5,"Children with special health care needs and disabilities (CSHCND), particularly those with"
psychosocial,Parenting the Next Generation of Boys: Insights from Psychiatry. (2025),positive,3,moderate,,3/5,Parents face complex and evolving challenges raising boys in today’s society. The authors 
psychosocial,Assessing the Completeness of Safety Reporting in Clinical Trials of T… (2026),positive,3,moderate,,3/5,Total knee arthroplasty (TKA) clinical trials inform surgical decisions by reporting adver
psychosocial,Artificial intelligence self-efficacy and attitudes among nursing stud… (2026),positive,3,moderate,unclear,3/5,The integration of artificial intelligence (AI) in nursing education is crucial for enhanc
psychosocial,Human-centric AI: An interview with Edith Luhanga. (2025),positive,3,moderate,unclear,3/5,Edith Luhanga is an assistant research professor at Carnegie Mellon University Africa in R
psychosocial,HIFU postoperative hypoxia-activated metal-organic frameworks modulate… (2026),positive,3,moderate,,3/5,Limited intensity and duration of high-intensity focused ultrasound (HIFU)-induced immune 
creative,Effects of a Design Thinking-Based Generative AI Mini-Hackathon on Mid… (2026),positive,5,strict,quasi_experimental,5/5,"Purpose: This study examined the effects of a program integrating generative AI, hackathon"
creative,Using AI-Powered Design Thinking to Foster Student Teachers’ EFL Creat… (2024),positive,5,strict,experimental,5/5,This research examined the effect of AI-powered design thinking on fostering EFL creative 
creative,The Unfolding Narrative: ChatGPTs Role in Sculpting Student Imaginatio… (2025),positive,3,moderate,qualitative,3/5,The broad and quick widespread use of Artificial Intelligence like ChatGPT is changing our
creative,The Effects of Design-Thinking-Based AI Education Programs Utilizing G… (2025),positive,3,moderate,unclear,3/5,"With the rise of digital transformation, fostering AI talent has become essential. Design "
creative,GENERATIVE AI-ENHANCED GAME-BASED LEARNING FOR CREATIVE SKILL DEVELOPM… (2025),positive,3,moderate,cross_sectional,3/5,"Student creativity in Indonesia remains a serious problem that requires special attention,"
creative,Improving the Effectiveness of Forming Spatial Concepts in Middle Scho… (2026),positive,3,moderate,experimental,3/5,The paper substantiates a pedagogical model for integrating an AI assistant into 3D modeli
creative,A Study on the Art Education Model Using Generative AI to Enhance Crea… (2025),positive,3,moderate,unclear,3/5,"This study examines the role of Generative AI in school art education, focusing on enhanci"
creative,Large Language Models in Pediatric Education: Current Uses and Future … (2024),positive,3,moderate,unclear,3/5,"Generative artificial intelligence, especially large language models (LLMs), has the poten"
creative,A Framework for Designing an AI Chatbot to Support Scientific Argument… (2025),positive,3,moderate,unclear,3/5,"As large language models (LLMs) are increasingly used to support learning, there is a grow"
creative,Developing an Inclusive Tennis Simulation Game: Enhancing Physical Eng… (2024),positive,3,moderate,,3/5,"During the long-term process of doing this tennis project, I had created and added many di"
creative,Extracting Social Determinants of Health from Electronic Health Record… (2025),positive,3,moderate,unclear,3/5,Objectives: Social determinants of health (SDoH) are critical drivers of health outcomes b
creative,Enhancing student creative and critical thinking in generative AI-empo… (2025),positive,3,moderate,unclear,3/5,
creative,The Integration of AI in Design Thinking for Enhancing Student Creativ… (2025),positive,3,moderate,unclear,3/5,"The use of Artificial Intelligence (AI) in education has advanced rapidly, creating new pr"
creative,Exploring of the impact of AI feedback on college students’ critical t… (2026),positive,3,moderate,,3/5,Introduction: Artificial intelligence-driven feedback and assessment have become increasin
creative,Instructional Designers’ Reflections on Generative AI Use for Scenario… (2026),positive,3,moderate,qualitative,3/5,This study examines how instructional designer-instructors (IDIs) use and evaluate generat
creative,Does Use of AI Affect the Creativity of Secondary School Children? (2025),positive,3,moderate,,3/5,The rapid integration of Artificial Intelligence (AI) technologies into secondary educatio
creative,Boosting Artistic Creativity in Chinese Primary School Children via AI… (2025),positive,3,moderate,,3/5,Existing research has not sufficiently discussed the difficulties faced by Chinese element
creative,StoryPrompt: Exploring the Design Space of an AI-Empowered Creative St… (2024),positive,3,moderate,unclear,3/5,Creative storytelling is a crucial learning activity for children. We conducted formative 
creative,From Words to Wonder: Designing and Evaluating an AI-Empowered Creativ… (2025),positive,3,moderate,qualitative,3/5,"While several digital tools exist for children’s creative storytelling, few have explored "
creative,DailyPhysics: Fostering Physics Concept Exploration in Children throug… (2024),positive,3,moderate,unclear,3/5,"In early childhood science education, it is important to engage children in scientific exp"
creative,An AI-enhanced interactive storytelling platform for children with cog… (2026),positive,3,moderate,,3/5,This research presents the development and empirical evaluation of an AI-enhanced interact
creative,An AI-Powered Interactive Storytelling System for Children with Cognit… (2025),positive,3,moderate,,3/5,"This paper presents the design, implementation, and evaluation of an innovative interactiv"
creative,Digital Storytelling and Indonesian Cultural Narratives through AI-Gen… (2026),positive,3,moderate,,3/5,This study investigates the design and development of an AI-assisted animated folktale pla
creative,Understanding the Behavioral Intention of Generative AI among Art and … (2026),positive,3,moderate,cross_sectional,3/5,Although the Technology Acceptance Model (TAM) has proven effective in explaining users’ a
creative,"Students’ Creativity, Originality, and Use of Generative AI in Irish A… (2026)",positive,3,moderate,cross_sectional,3/5,The introduction of large language models to creative and technical education has exacerba
creative,University students’ learning intention towards generative art in high… (2025),positive,3,moderate,,3/5,"value is 0.657, indicating strong predictive power. The findings provide theoretical guida"
creative,Enhancing students’ digital skills with GENESI5: Generative AI for cre… (2024),positive,3,moderate,unclear,3/5,"The advancement of technology in the Society 5.0 era necessitates higher digital literacy,"
creative,Maintaining Authenticity of AI-assisted Works for Indonesian and Phili… (2025),positive,3,moderate,,3/5,"The advance in artificial intelligence (AI) are significantly influencing various fields, "
creative,Developing college students’ creative thinking and English story writi… (2025),positive,3,moderate,,3/5,"Many English as a foreign language (EFL) students struggle to generate the ideas, express "
creative,StoryGuard: Ethical Monitoring of AI-Generated Narratives for Children (2025),positive,3,moderate,unclear,3/5,Making sure AI generated content is morally sound has become crucial as it appears more an
creative,Learning design to support student-AI collaboration: perspectives of l… (2022),positive,3,moderate,,3/5,Abstract Preparing students to collaborate with AI remains a challenging goal. As AI techn
creative,Role of Artificial Intelligence in Future of Education (2023),positive,3,moderate,unclear,3/5,Purpose: The purpose of this study is to examine that Globalization has radically altered 
creative,Educational Design Principles of Using AI Chatbot That Supports Self-R… (2023),positive,3,moderate,unclear,3/5,The invention of ChatGPT and generative AI technologies presents educators with significan
creative,Tailoring AI agents for early learning: The Creative Project Approach (2025),positive,3,moderate,unclear,3/5,This paper explores the integration of AI agents within the Project Approach in early chil
creative,"Human versus virtual influences, a comparative study (2024)",positive,3,moderate,,3/5,"Influencer marketing aims to promote brands and influence consumer decisions, and recent t"
creative,Human medical documentation significantly outperforms ChatGPT-4o in cr… (2026),positive,3,moderate,unclear,3/5,This study evaluated the quality of ChatGPT-generated medical history summaries compared t
creative,"Empowering Educators, Transforming Classrooms: MagicSchool AI in Adult… (2025)",positive,3,moderate,unclear,3/5,MagicSchool AI offers an extensive array of features designed to streamline educational wo
creative,Microsoft Copilot and Anthropic Claude AI in education and library ser… (2024),positive,3,moderate,unclear,3/5,Purpose This study aims to explore the collaborative potential of Microsoft Copilot and An
creative,Development of Interactive Media Based on Application Assisted by Clau… (2025),positive,3,moderate,unclear,3/5,The learning process in Physical Education (PE) at the elementary school level still relie
creative,ENHANCING CREATIVITY AND CULTURAL INTEGRATION IN ART EDUCATION: EVALUA… (2025),positive,3,moderate,unclear,3/5,"This study explores how Microsoft Copilot, an artificial intelligence (AI) tool, enhances "
creative,Twelve tips on creating and using custom GPTs to enhance health profes… (2024),positive,3,moderate,unclear,3/5,The custom GPT is the latest powerful feature added to ChatGPT. Non-programmers can create
creative,AI tutoring outperforms in-class active learning: an RCT introducing a… (2025),positive,3,moderate,unclear,3/5,Advances in generative artificial intelligence show great potential for improving educatio
creative,LEVERAGING ARTIFICIAL INTELLIGENCE (AI) IN HIGHER EDUCATION: FOSTERING… (2025),bidirectional,3,moderate,,3/5,Background: Artificial intelligence (AI) has become a transformative force in higher educa
creative,Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspe… (2023),bidirectional,3,moderate,unclear,3/5,"Transformative artificially intelligent tools, such as ChatGPT, designed to generate sophi"
creative,The impact of generative artificial intelligence on socioeconomic ineq… (2023),bidirectional,3,moderate,unclear,3/5,Generative artificial intelligence has the potential to both exacerbate and ameliorate exi
creative,Redefining Antenna Design Education: ChatGPT as a copilot for engineer… (2026),bidirectional,3,moderate,unclear,3/5,The integration of artificial intelligence (AI) in engineering education is rapidly evolvi
creative,Analysis for Usage of ChatGPT by Students in Academic Contexts (2024),conditional,3,moderate,unclear,3/5,The capacity of children to pose questions motivated by curiosity is a critical quality th
creative,The Influence of Practical Music Majors Perception of AI Learning Plat… (2025),conditional,3,moderate,,3/5,"본 연구는 실용음악 전공자를 대상으로 AI 기반 학습 플랫폼의 어포던스 인식이 사용자 경험에 미치는 영향을 분석하고, 메타인지가 이 관계에서 매개 역할을 수 행하"
creative,Does generative AI dependence foster creativity? Evidence from sports … (2026),conditional,3,moderate,unclear,3/5,"As an emerging technological tool, generative AI profoundly reshapes higher education teac"
creative,A Piece of Theatre: Investigating How Teachers Design LLM Chatbots to … (2024),negative,3,moderate,unclear,3/5,"Cyberbullying harms teenagers’ mental health, and teaching them upstanding intervention is"
creative,Prompting Strategies for Language Model-Based Item Generation in K-12 … (2025),negative,3,moderate,unclear,3/5,This study explores automatic generation (AIG) using language models to create multiple ch
creative,Generative AI in Creative Education: A Scoping Review of Art/Design St… (2025),negative,3,moderate,systematic_review,3/5,This scoping review systematically synthesizes empirical studies on the application of Gen
creative,"Metaverse for Healthcare: A Survey on Potential Applications, Challeng… (2023)",negative,3,moderate,cross_sectional,3/5,The rapid progress in digitalization and automation have led to an accelerated growth in h
creative,Artificial Intelligence &amp; Creativity: A Manifesto for Collaboratio… (2023),negative,3,moderate,unclear,3/5,"ABSTRACT With the advent of artificial intelligence (AI), the field of creativity faces ne"
creative,Informing Age-Appropriate AI: Examining Principles and Practices of AI… (2022),negative,3,moderate,,3/5,"AI systems are becoming increasingly pervasive within children’s devices, apps, and servic"
creative,"Sensemaking, Support, Safety, Retribution, Transformation: A Restorati… (2022)",negative,3,moderate,,3/5,Online harm is a prevalent issue in adolescents’ online lives. Restorative justice teaches
creative,The ethics of personalised digital duplicates: a minimally viable perm… (2024),negative,3,moderate,,3/5,"Abstract With recent technological advances, it is possible to create personalised digital"
creative,All Too Human? Mapping and Mitigating the Risk from Anthropomorphic AI (2024),negative,3,moderate,,3/5,"The development of highly-capable conversational agents, underwritten by large language mo"
creative,"Data Refusal from Below: A Framework for Understanding, Evaluating, an… (2023)",negative,3,moderate,,3/5,"Amidst calls for public accountability over large data-driven systems, feminist and indige"
creative,Technology and Sustainable Development (2023),negative,3,moderate,,3/5,"Technological change is at the core of all major disruptions in human history, and revolut"
sensorimotor,Systematic review and meta-analysis of the effectiveness of chatbots o… (2023),conditional,5,strict,systematic_review,5/5,Chatbots (also known as conversational agents and virtual assistants) offer the potential 
sensorimotor,Ontology accelerates few-shot learning capability of large language mo… (2025),positive,3,moderate,unclear,3/5,OBJECTIVE: Dravet Syndrome (DS) is a developmental and epileptic encephalopathy that is ch
sensorimotor,Enhancing home-based physical activity for neurodivergent children: ad… (2025),positive,3,moderate,,3/5,Purpose: program to enable neurodivergent children to safely engage in physical activity a
sensorimotor,Effectiveness of a Digital Game-Based Physical Activity Program (AI-FI… (2025),positive,3,moderate,,3/5,OBJECTIVES: This study empirically examined the effects of a digital game-based physical a
sensorimotor,Can ChatGPT rate body-related images like humans? Effects of temperatu… (2026),positive,3,moderate,unclear,3/5,"Body-related images (e.g., idealized thin/muscular bodies and more diverse body types) are"
sensorimotor,Reinforcement learning-based AI assistant and VR play therapy game for… (2023),positive,3,moderate,unclear,3/5,&lt;abstract&gt; &lt;p&gt;Some of the most significant computational ideas in neuroscience
sensorimotor,"Requirements Gathering Regarding Fine Motor Skills, Adaptive Difficult… (2023)",positive,3,moderate,unclear,3/5,"Children with Autism Spectrum Disorder (ASD) are sensitive to external stimuli, including "
sensorimotor,Priority Experience Replay DQN for Training an Agent in Virtual Realit… (2023),positive,3,moderate,unclear,3/5,Virtual reality and artificial intelligence (AI) application in healthcare has shown promi
sensorimotor,Deep Learning-Based Cost-Effective and Responsive Robot for Autism Tre… (2023),positive,3,moderate,unclear,3/5,"Recent studies state that, for a person with autism spectrum disorder, learning and improv"
sensorimotor,Use of AI in Pediatric Occupational Therapy: A Review (2024),positive,3,moderate,unclear,3/5,The utilization of artificial intelligence (AI) in pediatric occupational therapy (OT) has
sensorimotor,Proposal for a Sensory Integration Self-system based on an Artificial … (2023),positive,3,moderate,unclear,3/5,Conventional occupational therapy (OT) is conducted under the observation of an occupation
sensorimotor,Integrating Gamification into the Rehabilitation of Children with Cere… (2025),positive,3,moderate,unclear,3/5,"Cerebral Palsy (CP) is a neurological condition that impairs motor function, resulting in "
sensorimotor,The use of social robots with children and young people on the autism … (2022),positive,3,moderate,unclear,3/5,BACKGROUND: Robot-mediated interventions show promise in supporting the development of chi
sensorimotor,Robot-assisted therapy for upper limb impairments in cerebral palsy: A… (2023),positive,3,moderate,unclear,3/5,Abstract A growing number of studies investigate the use of robotics therapy for motor (re
sensorimotor,"Pilot Observations of an Autonomous Red Light, Green Light Robot for I… (2024)",positive,3,moderate,unclear,3/5,"In the United States, approximately 7% of infants are born with a developmental disability"
sensorimotor,New Technological Approaches in Occupational Therapy for Pediatric Cer… (2025),positive,3,moderate,unclear,3/5,BACKGROUND/OBJECTIVES: Pediatric cerebral palsy (CP) is a neurological disorder that affec
sensorimotor,Interpersonal motor synchronization in children (2022),positive,3,moderate,unclear,3/5,<p id=C9>Interpersonal motor synchronization refers to the simultaneous and consistent act
sensorimotor,Evaluation of a Game-Based Mechatronic Device for Rehabilitation of Ha… (2025),positive,3,moderate,unclear,3/5,"BACKGROUND: Children with neurodevelopmental disorders, such as cerebral palsy (CP), often"
